[11:49:10.164] Odometry x=0.000000, y=-0.000000, theta=0.000000
[11:49:34.413] Image Alignment failed 0
[11:49:34.421] Odometry x=0.027941, y=-0.002303, theta=-0.276380
[11:49:34.441] Odometry x=0.028024, y=-0.002326, theta=-0.280603
[11:49:34.451] Odometry x=0.028024, y=-0.002325, theta=-0.283765
[11:49:34.461] Odometry x=0.028024, y=-0.002325, theta=-0.285829
[11:49:34.464] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000001,angle between two frames:0.002984
[11:49:34.471] Odometry x=0.028024, y=-0.002325, theta=-0.287184
[11:49:34.482] Odometry x=0.028025, y=-0.002325, theta=-0.288250
[11:49:34.493] Odometry x=0.028027, y=-0.002325, theta=-0.289478
[11:49:34.503] Odometry x=0.028028, y=-0.002324, theta=-0.290727
[11:49:34.513] Image Alignment failed 0
[11:49:34.513] Odometry x=0.028029, y=-0.002322, theta=-0.291679
[11:49:34.524] Odometry x=0.028029, y=-0.002321, theta=-0.292175
[11:49:34.544] Odometry x=0.028112, y=-0.002346, theta=-0.292469
[11:49:34.554] Odometry x=0.028112, y=-0.002346, theta=-0.292827
[11:49:34.564] Odometry x=0.028112, y=-0.002346, theta=-0.293081
[11:49:34.569] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000004 ,z=0.000002,angle between two frames:0.004898
[11:49:34.574] Odometry x=0.028112, y=-0.002346, theta=-0.292835
[11:49:34.585] Odometry x=0.028112, y=-0.002346, theta=-0.292315
[11:49:34.596] Odometry x=0.028112, y=-0.002346, theta=-0.291939
[11:49:34.606] Odometry x=0.028112, y=-0.002346, theta=-0.292035
[11:49:34.613] Image Alignment failed 0
[11:49:34.616] Odometry x=0.028112, y=-0.002346, theta=-0.292527
[11:49:34.626] Odometry x=0.028112, y=-0.002346, theta=-0.293278
[11:49:34.647] Odometry x=0.028199, y=-0.002372, theta=-0.296063
[11:49:34.657] Odometry x=0.028198, y=-0.002372, theta=-0.297951
[11:49:34.666] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=-0.000000,angle between two frames:0.001045
[11:49:34.667] Odometry x=0.028198, y=-0.002372, theta=-0.299063
[11:49:34.677] Odometry x=0.028198, y=-0.002372, theta=-0.300097
[11:49:34.688] Odometry x=0.028198, y=-0.002372, theta=-0.301463
[11:49:34.698] Odometry x=0.028199, y=-0.002371, theta=-0.303053
[11:49:34.709] Odometry x=0.028199, y=-0.002371, theta=-0.304415
[11:49:34.713] Image Alignment failed 0
[11:49:34.719] Odometry x=0.028199, y=-0.002371, theta=-0.305420
[11:49:34.739] Odometry x=0.028273, y=-0.002394, theta=-0.306409
[11:49:34.749] Odometry x=0.028273, y=-0.002395, theta=-0.307207
[11:49:34.759] Odometry x=0.028273, y=-0.002395, theta=-0.308077
[11:49:34.766] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000001,angle between two frames:0.006464
[11:49:34.770] Odometry x=0.028273, y=-0.002395, theta=-0.309197
[11:49:34.781] Odometry x=0.028273, y=-0.002395, theta=-0.310203
[11:49:34.791] Odometry x=0.028272, y=-0.002394, theta=-0.311465
[11:49:34.801] Odometry x=0.028271, y=-0.002394, theta=-0.312351
[11:49:34.811] Odometry x=0.028271, y=-0.002393, theta=-0.313410
[11:49:34.813] Image Alignment failed 0
[11:49:34.822] Odometry x=0.028271, y=-0.002392, theta=-0.314248
[11:49:34.842] Odometry x=0.028358, y=-0.002421, theta=-0.314215
[11:49:34.852] Odometry x=0.028358, y=-0.002421, theta=-0.314393
[11:49:34.861] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000001 ,z=0.000002,angle between two frames:0.005333
[11:49:34.862] Odometry x=0.028358, y=-0.002421, theta=-0.314944
[11:49:34.872] Odometry x=0.028358, y=-0.002421, theta=-0.315837
[11:49:34.883] Odometry x=0.028358, y=-0.002421, theta=-0.316799
[11:49:34.893] Odometry x=0.028358, y=-0.002422, theta=-0.317728
[11:49:34.903] Odometry x=0.028358, y=-0.002422, theta=-0.318656
[11:49:34.913] Odometry x=0.028358, y=-0.002422, theta=-0.319312
[11:49:34.914] Image Alignment failed 0
[11:49:34.934] Odometry x=0.028428, y=-0.002445, theta=-0.322216
[11:49:34.944] Odometry x=0.028428, y=-0.002445, theta=-0.324141
[11:49:34.954] Odometry x=0.028428, y=-0.002445, theta=-0.325401
[11:49:34.964] Odometry x=0.028428, y=-0.002445, theta=-0.326643
[11:49:34.969] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000001,angle between two frames:0.004919
[11:49:34.974] Odometry x=0.028428, y=-0.002445, theta=-0.327832
[11:49:34.985] Odometry x=0.028428, y=-0.002445, theta=-0.328837
[11:49:34.995] Odometry x=0.028428, y=-0.002445, theta=-0.329698
[11:49:35.006] Odometry x=0.028428, y=-0.002445, theta=-0.330481
[11:49:35.012] Image Alignment failed 0
[11:49:35.016] Odometry x=0.028428, y=-0.002445, theta=-0.331177
[11:49:35.026] Odometry x=0.028428, y=-0.002445, theta=-0.332090
[11:49:35.046] Odometry x=0.028523, y=-0.002477, theta=-0.333880
[11:49:35.056] Odometry x=0.028523, y=-0.002477, theta=-0.335354
[11:49:35.059] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.003839
[11:49:35.067] Odometry x=0.028523, y=-0.002477, theta=-0.336520
[11:49:35.077] Odometry x=0.028523, y=-0.002477, theta=-0.337604
[11:49:35.087] Odometry x=0.028523, y=-0.002477, theta=-0.338944
[11:49:35.097] Odometry x=0.028523, y=-0.002477, theta=-0.339870
[11:49:35.107] Odometry x=0.028523, y=-0.002477, theta=-0.341316
[11:49:35.113] Image Alignment failed 0
[11:49:35.118] Odometry x=0.028523, y=-0.002477, theta=-0.342463
[11:49:35.138] Odometry x=0.028596, y=-0.002503, theta=-0.346537
[11:49:35.148] Odometry x=0.028596, y=-0.002503, theta=-0.349601
[11:49:35.158] Odometry x=0.028596, y=-0.002503, theta=-0.352038
[11:49:35.168] Odometry x=0.028596, y=-0.002503, theta=-0.354562
[11:49:35.171] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=0.000000,angle between two frames:0.005962
[11:49:35.179] Odometry x=0.028596, y=-0.002503, theta=-0.357227
[11:49:35.189] Odometry x=0.028596, y=-0.002503, theta=-0.359910
[11:49:35.200] Odometry x=0.028596, y=-0.002503, theta=-0.362716
[11:49:35.210] Odometry x=0.028596, y=-0.002503, theta=-0.365535
[11:49:35.212] Image Alignment failed 0
[11:49:35.220] Odometry x=0.028596, y=-0.002503, theta=-0.368182
[11:49:35.240] Odometry x=0.028681, y=-0.002536, theta=-0.370073
[11:49:35.250] Odometry x=0.028681, y=-0.002536, theta=-0.370926
[11:49:35.250] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000000,angle between two frames:0.010973
[11:49:35.261] Odometry x=0.028681, y=-0.002536, theta=-0.371017
[11:49:35.272] Odometry x=0.028681, y=-0.002536, theta=-0.370974
[11:49:35.282] Odometry x=0.028681, y=-0.002536, theta=-0.370748
[11:49:35.293] Odometry x=0.028681, y=-0.002536, theta=-0.370436
[11:49:35.303] Odometry x=0.028681, y=-0.002536, theta=-0.370271
[11:49:35.313] Odometry x=0.028681, y=-0.002536, theta=-0.370323
[11:49:35.316] Image Alignment failed 0
[11:49:35.323] Odometry x=0.028681, y=-0.002536, theta=-0.370518
[11:49:35.344] Odometry x=0.028762, y=-0.002567, theta=-0.371217
[11:49:35.353] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.000603
[11:49:35.354] Odometry x=0.028762, y=-0.002567, theta=-0.371590
[11:49:35.364] Odometry x=0.028762, y=-0.002567, theta=-0.371740
[11:49:35.374] Odometry x=0.028762, y=-0.002567, theta=-0.371700
[11:49:35.385] Odometry x=0.028762, y=-0.002567, theta=-0.371658
[11:49:35.395] Odometry x=0.028762, y=-0.002567, theta=-0.372138
[11:49:35.405] Odometry x=0.028762, y=-0.002567, theta=-0.372834
[11:49:35.413] Image Alignment failed 0
[11:49:35.415] Odometry x=0.028762, y=-0.002567, theta=-0.373281
[11:49:35.425] Odometry x=0.028762, y=-0.002567, theta=-0.373668
[11:49:35.446] Odometry x=0.028847, y=-0.002600, theta=-0.374056
[11:49:35.456] Odometry x=0.028847, y=-0.002600, theta=-0.374149
[11:49:35.457] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.001617
[11:49:35.466] Odometry x=0.028847, y=-0.002600, theta=-0.374096
[11:49:35.476] Odometry x=0.028847, y=-0.002600, theta=-0.374243
[11:49:35.487] Odometry x=0.028847, y=-0.002600, theta=-0.374750
[11:49:35.497] Odometry x=0.028847, y=-0.002600, theta=-0.375270
[11:49:35.508] Odometry x=0.028847, y=-0.002600, theta=-0.376057
[11:49:35.513] Image Alignment failed 0
[11:49:35.518] Odometry x=0.028847, y=-0.002600, theta=-0.376668
[11:49:35.528] Odometry x=0.028847, y=-0.002600, theta=-0.376688
[11:49:35.548] Odometry x=0.028928, y=-0.002632, theta=-0.375573
[11:49:35.558] Odometry x=0.028928, y=-0.002632, theta=-0.374992
[11:49:35.569] Odometry x=0.028928, y=-0.002632, theta=-0.374986
[11:49:35.570] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.001908
[11:49:35.579] Odometry x=0.028928, y=-0.002632, theta=-0.374980
[11:49:35.589] Odometry x=0.028928, y=-0.002632, theta=-0.374955
[11:49:35.600] Odometry x=0.028928, y=-0.002632, theta=-0.375202
[11:49:35.610] Odometry x=0.028928, y=-0.002632, theta=-0.375805
[11:49:35.613] Image Alignment failed 0
[11:49:35.621] Odometry x=0.028928, y=-0.002632, theta=-0.376533
[11:49:35.641] Odometry x=0.029001, y=-0.002661, theta=-0.378169
[11:49:35.651] Odometry x=0.029001, y=-0.002661, theta=-0.379444
[11:49:35.660] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=-0.000001,angle between two frames:0.000819
[11:49:35.661] Odometry x=0.029001, y=-0.002661, theta=-0.380223
[11:49:35.671] Odometry x=0.029001, y=-0.002661, theta=-0.380841
[11:49:35.682] Odometry x=0.029001, y=-0.002661, theta=-0.381456
[11:49:35.692] Odometry x=0.029001, y=-0.002661, theta=-0.382152
[11:49:35.702] Odometry x=0.029001, y=-0.002661, theta=-0.382591
[11:49:35.712] Image Alignment failed 0
[11:49:35.712] Odometry x=0.029001, y=-0.002661, theta=-0.383091
[11:49:35.722] Odometry x=0.029001, y=-0.002661, theta=-0.383720
[11:49:35.743] Odometry x=0.029082, y=-0.002694, theta=-0.386120
[11:49:35.753] Odometry x=0.029082, y=-0.002694, theta=-0.387738
[11:49:35.753] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.003147
[11:49:35.763] Odometry x=0.029082, y=-0.002694, theta=-0.388504
[11:49:35.774] Odometry x=0.029082, y=-0.002694, theta=-0.389677
[11:49:35.784] Odometry x=0.029082, y=-0.002694, theta=-0.390741
[11:49:35.794] Odometry x=0.029082, y=-0.002694, theta=-0.391365
[11:49:35.804] Odometry x=0.029082, y=-0.002694, theta=-0.391766
[11:49:35.814] Odometry x=0.029082, y=-0.002694, theta=-0.391978
[11:49:35.815] Image Alignment failed 0
[11:49:35.824] Odometry x=0.029082, y=-0.002694, theta=-0.391956
[11:49:35.845] Odometry x=0.029166, y=-0.002729, theta=-0.391709
[11:49:35.855] Odometry x=0.029166, y=-0.002729, theta=-0.391668
[11:49:35.865] Odometry x=0.029166, y=-0.002729, theta=-0.391637
[11:49:35.875] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.004240
[11:49:35.875] Odometry x=0.029166, y=-0.002729, theta=-0.391448
[11:49:35.885] Odometry x=0.029167, y=-0.002729, theta=-0.391287
[11:49:35.896] Odometry x=0.029167, y=-0.002729, theta=-0.391194
[11:49:35.906] Odometry x=0.029167, y=-0.002729, theta=-0.391359
[11:49:35.912] Image Alignment failed 0
[11:49:35.916] Odometry x=0.029167, y=-0.002729, theta=-0.391632
[11:49:35.927] Odometry x=0.029167, y=-0.002729, theta=-0.392608
[11:49:35.947] Odometry x=0.029247, y=-0.002763, theta=-0.393843
[11:49:35.952] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000001,angle between two frames:0.000277
[11:49:35.957] Odometry x=0.029247, y=-0.002763, theta=-0.395044
[11:49:35.967] Odometry x=0.029247, y=-0.002763, theta=-0.396161
[11:49:35.977] Odometry x=0.029247, y=-0.002762, theta=-0.397289
[11:49:35.988] Odometry x=0.029247, y=-0.002762, theta=-0.398261
[11:49:35.998] Odometry x=0.029247, y=-0.002762, theta=-0.398907
[11:49:36.009] Odometry x=0.029247, y=-0.002762, theta=-0.399709
[11:49:36.013] Image Alignment failed 0
[11:49:36.019] Odometry x=0.029248, y=-0.002762, theta=-0.400849
[11:49:36.039] Odometry x=0.029317, y=-0.002792, theta=-0.403586
[11:49:36.050] Odometry x=0.029317, y=-0.002792, theta=-0.405688
[11:49:36.060] Odometry x=0.029317, y=-0.002792, theta=-0.407267
[11:49:36.065] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.005866
[11:49:36.070] Odometry x=0.029317, y=-0.002792, theta=-0.408819
[11:49:36.081] Odometry x=0.029317, y=-0.002792, theta=-0.410393
[11:49:36.091] Odometry x=0.029317, y=-0.002791, theta=-0.412281
[11:49:36.101] Odometry x=0.029318, y=-0.002790, theta=-0.413525
[11:49:36.111] Odometry x=0.029318, y=-0.002790, theta=-0.414322
[11:49:36.114] Image Alignment failed 0
[11:49:36.122] Odometry x=0.029318, y=-0.002789, theta=-0.414685
[11:49:36.132] Odometry x=0.029319, y=-0.002789, theta=-0.414737
[11:49:36.142] Odometry x=0.029319, y=-0.002789, theta=-0.414708
[11:49:36.152] Odometry x=0.029319, y=-0.002789, theta=-0.414393
[11:49:36.162] Odometry x=0.029319, y=-0.002789, theta=-0.413977
[11:49:36.171] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=0.000002,angle between two frames:0.007054
[11:49:36.173] Odometry x=0.029319, y=-0.002789, theta=-0.413773
[11:49:36.183] Odometry x=0.029319, y=-0.002789, theta=-0.413909
[11:49:36.193] Odometry x=0.029319, y=-0.002789, theta=-0.414246
[11:49:36.204] Odometry x=0.029319, y=-0.002790, theta=-0.414524
[11:49:36.214] Odometry x=0.029319, y=-0.002790, theta=-0.414891
[11:49:36.217] Image Alignment failed 0
[11:49:36.224] Odometry x=0.029319, y=-0.002790, theta=-0.415161
[11:49:36.234] Odometry x=0.029319, y=-0.002790, theta=-0.415376
[11:49:36.244] Odometry x=0.029320, y=-0.002789, theta=-0.415578
[11:49:36.255] Odometry x=0.029320, y=-0.002789, theta=-0.415730
[11:49:36.265] Odometry x=0.029320, y=-0.002789, theta=-0.415840
[11:49:36.275] Odometry x=0.029320, y=-0.002789, theta=-0.416139
[11:49:36.276] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000000,angle between two frames:0.000914
[11:49:36.285] Odometry x=0.029320, y=-0.002789, theta=-0.416644
[11:49:36.296] Odometry x=0.029320, y=-0.002789, theta=-0.417230
[11:49:36.306] Odometry x=0.029320, y=-0.002789, theta=-0.417645
[11:49:36.312] Image Alignment failed 0
[11:49:36.316] Odometry x=0.029320, y=-0.002789, theta=-0.418315
[11:49:36.326] Odometry x=0.029320, y=-0.002789, theta=-0.419394
[11:49:36.336] Odometry x=0.029320, y=-0.002789, theta=-0.420353
[11:49:36.347] Odometry x=0.029320, y=-0.002789, theta=-0.420903
[11:49:36.352] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000000,angle between two frames:0.001505
[11:49:36.357] Odometry x=0.029320, y=-0.002789, theta=-0.421147
[11:49:36.367] Odometry x=0.029321, y=-0.002789, theta=-0.420959
[11:49:36.378] Odometry x=0.029321, y=-0.002789, theta=-0.420433
[11:49:36.388] Odometry x=0.029321, y=-0.002788, theta=-0.419632
[11:49:36.398] Odometry x=0.029322, y=-0.002788, theta=-0.418011
[11:49:36.409] Odometry x=0.029322, y=-0.002788, theta=-0.416573
[11:49:36.419] Odometry x=0.029322, y=-0.002787, theta=-0.415915
[11:49:36.423] Image Alignment failed 0
[11:49:36.429] Odometry x=0.029322, y=-0.002787, theta=-0.414508
[11:49:36.440] Odometry x=0.029322, y=-0.002787, theta=-0.412861
[11:49:36.450] Odometry x=0.029322, y=-0.002787, theta=-0.411830
[11:49:36.460] Odometry x=0.029322, y=-0.002787, theta=-0.411269
[11:49:36.470] Odometry x=0.029322, y=-0.002787, theta=-0.411145
[11:49:36.475] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000002 ,z=0.000002,angle between two frames:0.004988
[11:49:36.480] Odometry x=0.029322, y=-0.002787, theta=-0.411008
[11:49:36.491] Odometry x=0.029323, y=-0.002787, theta=-0.410408
[11:49:36.501] Odometry x=0.029323, y=-0.002786, theta=-0.409528
[11:49:36.511] Odometry x=0.029323, y=-0.002786, theta=-0.408465
[11:49:36.512] Image Alignment failed 0
[11:49:36.521] Odometry x=0.029323, y=-0.002786, theta=-0.407478
[11:49:36.532] Odometry x=0.029323, y=-0.002786, theta=-0.406932
[11:49:36.542] Odometry x=0.029323, y=-0.002786, theta=-0.406470
[11:49:36.551] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=0.000001,angle between two frames:0.002680
[11:49:36.552] Odometry x=0.029323, y=-0.002786, theta=-0.405791
[11:49:36.562] Odometry x=0.029323, y=-0.002786, theta=-0.404828
[11:49:36.573] Odometry x=0.029324, y=-0.002786, theta=-0.403863
[11:49:36.583] Odometry x=0.029324, y=-0.002787, theta=-0.402895
[11:49:36.594] Odometry x=0.029324, y=-0.002787, theta=-0.402021
[11:49:36.604] Odometry x=0.029324, y=-0.002787, theta=-0.401408
[11:49:36.614] Odometry x=0.029325, y=-0.002787, theta=-0.400439
[11:49:36.617] Image Alignment failed 0
[11:49:36.625] Odometry x=0.029325, y=-0.002787, theta=-0.399224
[11:49:36.635] Odometry x=0.029326, y=-0.002787, theta=-0.397440
[11:49:36.645] Odometry x=0.029326, y=-0.002787, theta=-0.396178
[11:49:36.655] Odometry x=0.029327, y=-0.002788, theta=-0.394906
[11:49:36.665] Odometry x=0.029327, y=-0.002788, theta=-0.393308
[11:49:36.675] Odometry x=0.029327, y=-0.002788, theta=-0.391369
[11:49:36.680] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000001,angle between two frames:0.006030
[11:49:36.686] Odometry x=0.029327, y=-0.002788, theta=-0.389501
[11:49:36.696] Odometry x=0.029327, y=-0.002788, theta=-0.388434
[11:49:36.706] Odometry x=0.029327, y=-0.002788, theta=-0.386687
[11:49:36.712] Image Alignment failed 0
[11:49:36.716] Odometry x=0.029327, y=-0.002788, theta=-0.384637
[11:49:36.726] Odometry x=0.029327, y=-0.002788, theta=-0.382753
[11:49:36.737] Odometry x=0.029327, y=-0.002788, theta=-0.381049
[11:49:36.747] Odometry x=0.029327, y=-0.002788, theta=-0.379475
[11:49:36.757] Odometry x=0.029327, y=-0.002788, theta=-0.377990
[11:49:36.764] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000000,angle between two frames:0.004682
[11:49:36.767] Odometry x=0.029328, y=-0.002788, theta=-0.376730
[11:49:36.777] Odometry x=0.029328, y=-0.002788, theta=-0.375578
[11:49:36.788] Odometry x=0.029328, y=-0.002788, theta=-0.374448
[11:49:36.798] Odometry x=0.029328, y=-0.002788, theta=-0.373411
[11:49:36.808] Odometry x=0.029328, y=-0.002788, theta=-0.372569
[11:49:36.812] Image Alignment failed 0
[11:49:36.819] Odometry x=0.029328, y=-0.002788, theta=-0.372096
[11:49:36.829] Odometry x=0.029328, y=-0.002788, theta=-0.371520
[11:49:36.839] Odometry x=0.029329, y=-0.002788, theta=-0.370533
[11:49:36.849] Odometry x=0.029329, y=-0.002788, theta=-0.369785
[11:49:36.859] Odometry x=0.029330, y=-0.002789, theta=-0.368894
[11:49:36.864] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000000,angle between two frames:0.005421
[11:49:36.869] Odometry x=0.029332, y=-0.002790, theta=-0.368244
[11:49:36.879] Odometry x=0.029333, y=-0.002791, theta=-0.368140
[11:49:36.890] Odometry x=0.029334, y=-0.002791, theta=-0.368400
[11:49:36.900] Odometry x=0.029335, y=-0.002791, theta=-0.368657
[11:49:36.910] Odometry x=0.029336, y=-0.002790, theta=-0.368654
[11:49:36.912] Image Alignment failed 0
[11:49:36.921] Odometry x=0.029336, y=-0.002788, theta=-0.368409
[11:49:36.931] Odometry x=0.029337, y=-0.002787, theta=-0.367770
[11:49:36.941] Odometry x=0.029337, y=-0.002786, theta=-0.366697
[11:49:36.951] Odometry x=0.029338, y=-0.002786, theta=-0.365316
[11:49:36.961] Odometry x=0.029338, y=-0.002785, theta=-0.363659
[11:49:36.967] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000005 ,z=-0.000001,angle between two frames:0.000240
[11:49:36.972] Odometry x=0.029338, y=-0.002785, theta=-0.361890
[11:49:36.982] Odometry x=0.029331, y=-0.002783, theta=-0.358888
[11:49:36.992] Odometry x=0.029320, y=-0.002779, theta=-0.356347
[11:49:37.002] Odometry x=0.029311, y=-0.002778, theta=-0.355657
[11:49:37.011] Image Alignment failed 0
[11:49:37.012] Odometry x=0.029309, y=-0.002778, theta=-0.355863
[11:49:37.022] Odometry x=0.029308, y=-0.002780, theta=-0.357734
[11:49:37.032] Odometry x=0.029308, y=-0.002780, theta=-0.359641
[11:49:37.042] Odometry x=0.029309, y=-0.002780, theta=-0.360389
[11:49:37.049] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000027 ,z=0.000008,angle between two frames:0.008002
[11:49:37.053] Odometry x=0.029311, y=-0.002779, theta=-0.360659
[11:49:37.063] Odometry x=0.029312, y=-0.002778, theta=-0.360842
[11:49:37.073] Odometry x=0.029312, y=-0.002778, theta=-0.361088
[11:49:37.084] Odometry x=0.029312, y=-0.002778, theta=-0.361432
[11:49:37.094] Odometry x=0.029313, y=-0.002778, theta=-0.361802
[11:49:37.104] Odometry x=0.029313, y=-0.002778, theta=-0.362155
[11:49:37.115] Odometry x=0.029313, y=-0.002778, theta=-0.362468
[11:49:37.118] Image Alignment failed 0
[11:49:37.125] Odometry x=0.029313, y=-0.002778, theta=-0.362759
[11:49:37.135] Odometry x=0.029313, y=-0.002778, theta=-0.363070
[11:49:37.145] Odometry x=0.029313, y=-0.002779, theta=-0.363397
[11:49:37.155] Odometry x=0.029314, y=-0.002779, theta=-0.363729
[11:49:37.166] Odometry x=0.029314, y=-0.002779, theta=-0.364045
[11:49:37.176] Odometry x=0.029314, y=-0.002779, theta=-0.364350
[11:49:37.184] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000004 ,z=0.000002,angle between two frames:0.002079
[11:49:37.186] Odometry x=0.029314, y=-0.002779, theta=-0.364679
[11:49:37.196] Odometry x=0.029314, y=-0.002779, theta=-0.365014
[11:49:37.207] Odometry x=0.029314, y=-0.002779, theta=-0.365345
[11:49:37.211] Image Alignment failed 0
[11:49:37.217] Odometry x=0.029315, y=-0.002779, theta=-0.365657
[11:49:37.227] Odometry x=0.029315, y=-0.002779, theta=-0.365967
[11:49:37.237] Odometry x=0.029315, y=-0.002779, theta=-0.366292
[11:49:37.248] Odometry x=0.029315, y=-0.002779, theta=-0.366612
[11:49:37.250] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000000,angle between two frames:0.000995
[11:49:37.258] Odometry x=0.029315, y=-0.002779, theta=-0.366931
[11:49:37.268] Odometry x=0.029315, y=-0.002779, theta=-0.367264
[11:49:37.278] Odometry x=0.029316, y=-0.002779, theta=-0.367596
[11:49:37.289] Odometry x=0.029316, y=-0.002779, theta=-0.367920
[11:49:37.299] Odometry x=0.029316, y=-0.002779, theta=-0.368242
[11:49:37.310] Odometry x=0.029316, y=-0.002779, theta=-0.368558
[11:49:37.318] Image Alignment failed 0
[11:49:37.320] Odometry x=0.029316, y=-0.002779, theta=-0.368868
[11:49:37.330] Odometry x=0.029316, y=-0.002779, theta=-0.369183
[11:49:37.340] Odometry x=0.029317, y=-0.002779, theta=-0.369491
[11:49:37.350] Odometry x=0.029317, y=-0.002779, theta=-0.369817
[11:49:37.360] Odometry x=0.029317, y=-0.002779, theta=-0.370256
[11:49:37.371] Odometry x=0.029317, y=-0.002780, theta=-0.370652
[11:49:37.380] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000000,angle between two frames:0.001946
[11:49:37.381] Odometry x=0.029317, y=-0.002780, theta=-0.370980
[11:49:37.391] Odometry x=0.029318, y=-0.002780, theta=-0.371302
[11:49:37.402] Odometry x=0.029318, y=-0.002780, theta=-0.371623
[11:49:37.412] Odometry x=0.029318, y=-0.002780, theta=-0.371948
[11:49:37.412] Image Alignment failed 0
[11:49:37.422] Odometry x=0.029318, y=-0.002780, theta=-0.372264
[11:49:37.432] Odometry x=0.029318, y=-0.002780, theta=-0.372579
[11:49:37.442] Odometry x=0.029318, y=-0.002780, theta=-0.372894
[11:49:37.451] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000000,angle between two frames:0.001296
[11:49:37.453] Odometry x=0.029319, y=-0.002780, theta=-0.373215
[11:49:37.463] Odometry x=0.029319, y=-0.002780, theta=-0.373530
[11:49:37.473] Odometry x=0.029319, y=-0.002780, theta=-0.373841
[11:49:37.483] Odometry x=0.029319, y=-0.002780, theta=-0.374055
[11:49:37.493] Odometry x=0.029319, y=-0.002780, theta=-0.374410
[11:49:37.504] Odometry x=0.029319, y=-0.002780, theta=-0.374783
[11:49:37.512] Image Alignment failed 0
[11:49:37.514] Odometry x=0.029320, y=-0.002780, theta=-0.375097
[11:49:37.524] Odometry x=0.029320, y=-0.002780, theta=-0.375405
[11:49:37.534] Odometry x=0.029320, y=-0.002780, theta=-0.375721
[11:49:37.544] Odometry x=0.029320, y=-0.002780, theta=-0.376036
[11:49:37.550] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000000,angle between two frames:0.001889
[11:49:37.555] Odometry x=0.029320, y=-0.002780, theta=-0.376341
[11:49:37.565] Odometry x=0.029320, y=-0.002780, theta=-0.376650
[11:49:37.576] Odometry x=0.029321, y=-0.002780, theta=-0.376969
